DIA;MES;ANO;DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
28;10;2023;ECU;IPI;37;353;1546780
28;10;2023;ECU;IPI;3592;8226;34776286
28;10;2023;ECU;IPI;46;357;1518763
28;10;2023;ECU;IPI;1;8;33950
28;10;2023;ECU;IPI;50;242;1061572
28;10;2023;ECU;IPI;4811;11732;50303050
28;10;2023;ECU;IPI;974;6781;29276693
28;10;2023;ECU;IPI;45;625;2633276
28;10;2023;ECU;IPI;1178;4448;19050721
28;10;2023;ECU;IPI;247;1493;6425466
28;10;2023;ECU;IPI;1395;15432;65571800
28;10;2023;ECU;IPI;872;10793;45345223
28;10;2023;ECU;IPI;2713;7324;31438228
28;10;2023;ECU;IPI;241;6676;28104461
28;10;2023;ECU;IPI;50;420;1842090
28;10;2023;ECU;IPI;62;826;3405528
28;10;2023;ECU;IPI;95;1448;5965834
28;10;2023;ECU;IPI;537;6098;25656686
28;10;2023;ECU;IPI;70;500;2108317
28;10;2023;ECU;IPI;104;914;4008881
28;10;2023;ECU;IPI;4961;62314;263483106
28;10;2023;ECU;IPI;621;7547;31131603
28;10;2023;ECU;IPI;1727;22105;93283207
28;10;2023;ECU;IPI;2819;36310;157291690
28;10;2023;ECU;IPI;1035;9148;38482402
28;10;2023;ECU;IPI;327;2525;11078027
28;10;2023;ECU;IPI;77;570;2496065
28;10;2023;ECU;IPI;103;1060;4649289
28;10;2023;ECU;IPI;4282;20581;87934033
28;10;2023;ECU;IPI;4501;3573;15669316
28;10;2023;ECU;IPI;1;9;38199
28;10;2023;ECU;IPI;1000;5150;22591099
28;10;2023;ECU;IPI;1302;32002;140383297
28;10;2023;ECU;IPI;11777;25135;106818331
28;10;2023;ECU;IPI;42500;14288;62336289
28;10;2023;ECU;IPI;3646;17400;73321814
28;10;2023;ECU;IPI;865;3031;10772543
28;10;2023;ECU;IPI;8736;136681;587403739
28;10;2023;ECU;IPI;11422;21685;92206572
28;10;2023;ECU;IPI;54;205;856578
28;10;2023;ECU;IPI;210;2269;9641831
28;10;2023;ECU;IPI;80000;10320;43744932
28;10;2023;ECU;IPI;29000;1150;4874889
28;10;2023;ECU;IPI;21100;2983;10354093
28;10;2023;ECU;IPI;28;1952;8511093
28;10;2023;ECU;IPI;16;198;864905
28;10;2023;ECU;IPI;4478;10269;53819317
28;10;2023;ECU;IPI;1428;23410;100299406
28;10;2023;ECU;IPI;46;409;1739541
28;10;2023;ECU;IPI;780;426;1857110
28;10;2023;ECU;IPI;62;1445;5867107
28;10;2023;ECU;IPI;25;597;2524752
28;10;2023;ECU;IPI;22200;2395;10028894
28;10;2023;ECU;IPI;20;2270;9646842
28;10;2023;ECU;IPI;17136;67736;297134539
28;10;2023;ECU;IPI;2;3138;13275654
28;10;2023;ECU;IPI;29340;11149;47372866
28;10;2023;ECU;IPI;79;1335;5854919
28;10;2023;ECU;IPI;33;1076;5179914
28;10;2023;ECU;IPI;278;5264;22317973
28;10;2023;ECU;IPI;82600;17855;75864450
28;10;2023;ECU;IPI;18144;40096;169685069
28;10;2023;ECU;IPI;240;360;1579198
28;10;2023;ECU;IPI;83544;136775;579758906
28;10;2023;ECU;IPI;252;3553;15587470
28;10;2023;ECU;IPI;228;3794;16105102
28;10;2023;ECU;IPI;19536;146781;634873451
28;10;2023;ECU;IPI;5028;73560;317594397
28;10;2023;ECU;IPI;17;102;518760
28;10;2023;ECU;IPI;34940;50663;210862114
28;10;2023;ECU;IPI;51;601;2554116
28;10;2023;ECU;IPI;4200;11051;46553180
28;10;2023;ECU;IPI;630;5340;22010111
28;10;2023;ECU;IPI;138690;514186;2169971016
28;10;2023;ECU;IPI;64000;15110;64176896
28;10;2023;ECU;IPI;160;3336;14633898
28;10;2023;ECU;IPI;242680250;61449646;2,53E+11
28;10;2023;ECU;IPI;1361;5317;22607172
28;10;2023;ECU;IPI;2000;7380;29968925
28;10;2023;ECU;IPI;99;514;2151118
28;10;2023;ECU;IPI;200;978;4108519
28;10;2023;ECU;IPI;400;3810;15699562
28;10;2023;ECU;IPI;444;8607;35969801
28;10;2023;ECU;IPI;10;344;1463952
28;10;2023;ECU;IPI;360;3388;14302703
28;10;2023;ECU;IPI;105;1059;5313675
28;10;2023;ECU;IPI;48;734;3221958
28;10;2023;ECU;IPI;1020;3101;13175802
28;10;2023;ECU;IPI;48;647;2708744
28;10;2023;ECU;IPI;1992;13898;58561657
28;10;2023;ECU;IPI;100;1364;5798065
28;10;2023;ECU;IPI;2000;4640;19427726
28;10;2023;ECU;IPI;992;4713;19735179
28;10;2023;ECU;IPI;0;84;355406
28;10;2023;ECU;IPI;1105;10331;51964192
28;10;2023;ECU;IPI;10;490;2065435
28;10;2023;ECU;IPI;25;329;1377945
28;10;2023;ECU;IPI;2;500;2107910
28;10;2023;ECU;IPI;10;142;599816
28;10;2023;ECU;IPI;6036;37103;162844444
28;10;2023;ECU;IPI;1000;2780;11737410
28;10;2023;ECU;IPI;10055;56936;239841106
28;10;2023;ECU;IPI;2445;41490;179594993
28;10;2023;ECU;IPI;23;1949;8191063
28;10;2023;ECU;IPI;180;13205;55481100
28;10;2023;ECU;IPI;941;25480;107055489
28;10;2023;ECU;IPI;2090;13400;56574739
28;10;2023;ECU;IPI;168;1103;4837609
28;10;2023;ECU;IPI;800;5733;24201571
28;10;2023;ECU;IPI;1;1048;5273838
28;10;2023;ECU;IPI;30000;19531;82564013
28;10;2023;ECU;IPI;5052;21443;92104505
28;10;2023;ECU;IPI;45000;44660;187802951
28;10;2023;ECU;IPI;15;84;358961
28;10;2023;ECU;IPI;690;8869;36942533
28;10;2023;ECU;IPI;2170;10763;45433639
28;10;2023;ECU;IPI;100;113;495078
28;10;2023;ECU;IPI;182508;16200;69084505
28;10;2023;ECU;IPI;110800;2430;10594219
28;10;2023;ECU;IPI;109008;54666;231095685
28;10;2023;ECU;IPI;2080;1021;4477727
28;10;2023;ECU;IPI;1678;10292;44357138
28;10;2023;ECU;IPI;70;192;844432
28;10;2023;ECU;IPI;49460;10383;51849420
28;10;2023;ECU;IPI;18000;4860;21079894
28;10;2023;ECU;IPI;200;646;2755154
28;10;2023;ECU;IPI;35;51;216093
28;10;2023;ECU;IPI;500;6375;27087375
28;10;2023;ECU;IPI;300;771;3382115
28;10;2023;ECU;IPI;9;58;247078
28;10;2023;ECU;IPI;268;1065;5329908
28;10;2023;ECU;IPI;6800;1608;6833534
28;10;2023;ECU;IPI;15;356;1510866
28;10;2023;ECU;IPI;480;6230;25669897
28;10;2023;ECU;IPI;2823;16763;73535336
28;10;2023;ECU;IPI;1750;1848;7785206
28;10;2023;ECU;IPI;31385;5458;23111152
28;10;2023;ECU;IPI;1105;28431;100803829
28;10;2023;ECU;IPI;70;1621;6853022
28;10;2023;ECU;IPI;89;3789;16099588
28;10;2023;ECU;IPI;1478;15208;66710325
28;10;2023;ECU;IPI;531;5389;23641378
28;10;2023;ECU;IPI;360;5039;21098498
28;10;2023;ECU;IPI;247;2633;11024481
28;10;2023;ECU;IPI;4;69;290578
28;10;2023;ECU;IPI;184;1151;4834540
28;10;2023;ECU;IPI;499;4827;20136528
28;10;2023;ECU;IPI;17;94;392197
28;10;2023;ECU;IPI;652;6967;28384920
28;10;2023;ECU;IPI;763;5033;21106168
28;10;2023;ECU;IPI;53;324;1356734
28;10;2023;ECU;IPI;144;457;1910608
28;10;2023;ECU;IPI;2;8;34621
28;10;2023;ECU;IPI;289;919;3852336
28;10;2023;ECU;IPI;100;369;1545007
28;10;2023;ECU;IPI;9318;103358;439065036
28;10;2023;ECU;IPI;50;194;822319
28;10;2023;ECU;IPI;15;61;257232
28;10;2023;ECU;IPI;25;97;406140
28;10;2023;ECU;IPI;830;5323;22311501
28;10;2023;ECU;IPI;530;4517;18616435
28;10;2023;ECU;IPI;258;687;2887092
28;10;2023;ECU;IPI;5309;19508;81023107
28;10;2023;ECU;IPI;772;4102;16888645
28;10;2023;ECU;IPI;1061;5861;23923869
28;10;2023;ECU;IPI;10;42;174598
28;10;2023;ECU;IPI;78;301;1071187
28;10;2023;ECU;IPI;10757;58180;242580227
28;10;2023;ECU;IPI;2652;14964;61024858
28;10;2023;ECU;IPI;1703;14758;61940572
28;10;2023;ECU;IPI;1531;8384;34777625
28;10;2023;ECU;IPI;617;2971;10278740
28;10;2023;ECU;IPI;486;1815;7661907
28;10;2023;ECU;IPI;164;922;3870565
28;10;2023;ECU;IPI;586;4953;20277417
28;10;2023;ECU;IPI;220;1808;7513793
28;10;2023;ECU;IPI;285;1359;5511013
28;10;2023;ECU;IPI;142;2254;9555851
28;10;2023;ECU;IPI;14;249;1056648
28;10;2023;ECU;IPI;373;5593;23706828
28;10;2023;ECU;IPI;114;980;4039856
28;10;2023;ECU;IPI;47;910;3868893
28;10;2023;ECU;IPI;1855;23037;97627259
28;10;2023;ECU;IPI;2222;31420;132581579
28;10;2023;ECU;IPI;2305;25585;105425239
28;10;2023;ECU;IPI;42;393;1670646
28;10;2023;ECU;IPI;248;2530;10254391
28;10;2023;ECU;IPI;735;11079;42626143
28;10;2023;ECU;IPI;8;82;344357
28;10;2023;ECU;IPI;484;6945;28563103
28;10;2023;ECU;IPI;943;11869;49003910
28;10;2023;ECU;IPI;253;2664;11085483
28;10;2023;ECU;IPI;240;2568;11010056
28;10;2023;ECU;IPI;548;3586;14605448
28;10;2023;ECU;IPI;13729;169006;710567108
28;10;2023;ECU;IPI;1472;10346;50171053
28;10;2023;ECU;IPI;118;1180;5013820
28;10;2023;ECU;IPI;1535;19723;83209925
28;10;2023;ECU;IPI;428;3951;16281394
28;10;2023;ECU;IPI;1111;9431;38577150
28;10;2023;ECU;IPI;156;1079;5271097
28;10;2023;ECU;IPI;788;7133;28914659
28;10;2023;ECU;IPI;427;2928;10064763
28;10;2023;ECU;IPI;47;418;1698645
28;10;2023;ECU;IPI;2473;18405;75839393
28;10;2023;ECU;IPI;599;4165;17162382
28;10;2023;ECU;IPI;485;3137;13157190
28;10;2023;ECU;IPI;280;3164;10826097
28;10;2023;ECU;IPI;8230;61714;259465368
28;10;2023;ECU;IPI;30;8;33433
28;10;2023;ECU;IPI;20;46;192242
28;10;2023;ECU;IPI;23;141;598444
28;10;2023;ECU;IPI;20;62;263499
28;10;2023;ECU;IPI;709;5068;21537743
28;10;2023;ECU;IPI;15;22;92828
28;10;2023;ECU;IPI;910;2262;9397477
28;10;2023;ECU;IPI;109;640;2807462
28;10;2023;ECU;IPI;3474;15497;62821929
28;10;2023;ECU;IPI;788;3613;14647106
28;10;2023;ECU;IPI;1050;862;3607109
28;10;2023;ECU;IPI;30;31;130230
28;10;2023;ECU;IPI;945;1970;8639790
28;10;2023;ECU;IPI;2300;2670;11053407
28;10;2023;ECU;IPI;50;194;820680
28;10;2023;ECU;IPI;6108;135746;550283326
28;10;2023;ECU;IPI;1;8835;37540510
28;10;2023;ECU;IPI;540;265;1160710
28;10;2023;ECU;IPI;24;33;145286
28;10;2023;ECU;IPI;100;5784;25374635
28;10;2023;ECU;IPI;9633;910;3826181
28;10;2023;ECU;IPI;1000;2000;8107520
28;10;2023;ECU;IPI;5286;21317;89987371
28;10;2023;ECU;IPI;1;15228;66800058
28;10;2023;ECU;IPI;210;567;2298482
28;10;2023;ECU;IPI;350;7701;33780353
28;10;2023;ECU;IPI;646;28328;114836170
28;10;2023;ECU;IPI;6;19;81062
28;10;2023;ECU;IPI;115;262;1110653
28;10;2023;ECU;IPI;10250;2585;10990632
28;10;2023;ECU;IPI;36;32;133776
28;10;2023;ECU;IPI;2010;3206;13471786
28;10;2023;ECU;IPI;434;1600;7018217
28;10;2023;ECU;IPI;822;4187;17529462
28;10;2023;ECU;IPI;48;553;2314998
28;10;2023;ECU;IPI;6400;34766;146968553
28;10;2023;ECU;IPI;220;1105;4756363
28;10;2023;ECU;IPI;631;9609;40622510
28;10;2023;ECU;IPI;250;1000;5023240
28;10;2023;ECU;IPI;11000;10188;42931926
28;10;2023;ECU;IPI;36729;17325;73240377
28;10;2023;ECU;IPI;25000;17250;73001482
28;10;2023;ECU;IPI;7200;24950;110828174
28;10;2023;ECU;IPI;1005;4916;20753324
28;10;2023;ECU;IPI;2079;11987;50602773
28;10;2023;ECU;IPI;7964;52648;222247952
28;10;2023;ECU;IPI;140;4840;21100237
28;10;2023;ECU;IPI;1735;24500;106805299
28;10;2023;ECU;IPI;60260;74006;305798336
28;10;2023;ECU;IPI;746;6035;25475033
28;10;2023;ECU;IPI;30160;21086;86437487
28;10;2023;ECU;IPI;40105;11305;47497210
28;10;2023;ECU;IPI;32310;6634;27944756
28;10;2023;ECU;IPI;32250;3232;13610910
28;10;2023;ECU;IPI;203;266;1166544
28;10;2023;ECU;IPI;2510;10939;56385236
28;10;2023;ECU;IPI;658;7369;32105290
28;10;2023;ECU;IPI;310;21855;90806214
28;10;2023;ECU;IPI;592;6250;25755523
28;10;2023;ECU;IPI;10600;10720;53443462
28;10;2023;ECU;IPI;1800;4140;18160772
28;10;2023;ECU;IPI;3;80;337842
28;10;2023;ECU;IPI;15;549;2313421
28;10;2023;ECU;IPI;758;8424;35488080
28;10;2023;ECU;IPI;31;728;3068680
28;10;2023;ECU;IPI;555;4510;19184742
28;10;2023;ECU;IPI;256;2739;11592210
28;10;2023;ECU;IPI;407;1726;7570936
28;10;2023;ECU;IPI;2023;1116;4897706
28;10;2023;ECU;IPI;6369;35925;157426665
28;10;2023;ECU;IPI;5983;29320;105107160
28;10;2023;ECU;IPI;2814;18627;79760230
28;10;2023;ECU;IPI;54;173;726613
28;10;2023;ECU;IPI;76;239;1002779
28;10;2023;ECU;IPI;56;257;1081306
28;10;2023;ECU;IPI;7108;31029;108658375
28;10;2023;ECU;IPI;3178;15161;63671066
28;10;2023;ECU;IPI;1088;10709;45136710
28;10;2023;ECU;IPI;408;1438;6307315
28;10;2023;ECU;IPI;398;1373;6023323
28;10;2023;ECU;IPI;1960;11117;43810008
28;10;2023;ECU;IPI;200;1390;5840107
28;10;2023;ECU;IPI;387;2428;10650503
28;10;2023;ECU;IPI;198;2108;9337006
28;10;2023;ECU;IPI;394;1539;6749183
28;10;2023;ECU;IPI;100;875;3676339
28;10;2023;ECU;IPI;198;1105;4585990
28;10;2023;ECU;IPI;2431;14623;64032757
28;10;2023;ECU;IPI;400;3625;15230546
28;10;2023;ECU;IPI;770;7823;32832084
28;10;2023;ECU;IPI;388;2945;10569179
28;10;2023;ECU;IPI;1073;9884;41492196
28;10;2023;ECU;IPI;1007;5262;23084667
28;10;2023;ECU;IPI;393;1419;6222565
28;10;2023;ECU;IPI;4794;34579;144946588
28;10;2023;ECU;IPI;333;3881;16310541
28;10;2023;ECU;IPI;168;1159;4905700
28;10;2023;ECU;IPI;300;3600;15693839
28;10;2023;ECU;IPI;118;2242;9773775
28;10;2023;ECU;IPI;3392;62372;271911196
28;10;2023;ECU;IPI;2071;11633;51031054
28;10;2023;ECU;IPI;50;200;871879
28;10;2023;ECU;IPI;2393;21526;91046545
28;10;2023;ECU;IPI;3100;2582;10915101
28;10;2023;ECU;IPI;25000;5250;22307250
28;10;2023;ECU;IPI;4;82;340156
28;10;2023;ECU;IPI;8;245;996203
28;10;2023;ECU;IPI;102;3796;16490810
28;10;2023;ECU;IPI;44;2595;10780158
28;10;2023;ECU;IPI;3;2406;11088716
28;10;2023;ECU;IPI;23;1577;6916315
28;10;2023;ECU;IPI;108;2406;9769220
28;10;2023;ECU;IPI;91;3493;15134479
28;10;2023;ECU;IPI;299;2462;10308879
28;10;2023;ECU;IPI;221;1755;7349710
28;10;2023;ECU;IPI;97;1369;5732100
28;10;2023;ECU;IPI;208;3461;14716994
28;10;2023;ECU;IPI;9073;49664;211174010
28;10;2023;ECU;IPI;3222;38200;158719539
28;10;2023;ECU;IPI;3591;13675;59614751
28;10;2023;ECU;IPI;96;106;522027
28;10;2023;ECU;IPI;150;930;3942130
28;10;2023;ECU;IPI;700;2260;9579801
28;10;2023;ECU;IPI;500;1335;5658865
28;10;2023;ECU;IPI;1471;7600;31577959
28;10;2023;ECU;IPI;2200;4994;22023980
28;10;2023;ECU;IPI;20;747;3256036
28;10;2023;ECU;IPI;382;8431;36752576
28;10;2023;ECU;IPI;105;675;2861024
28;10;2023;ECU;IPI;1600;2710;11487284
28;10;2023;ECU;IPI;370;1056;4476226
28;10;2023;ECU;IPI;300;390;1653152
28;10;2023;ECU;IPI;160;400;1695540
28;10;2023;ECU;IPI;1000;1080;5614925
28;10;2023;ECU;IPI;200;415;1759103
28;10;2023;ECU;IPI;1054;3918;16585983
28;10;2023;ECU;IPI;205;2192;9235822
28;10;2023;ECU;IPI;792;10913;54510878
28;10;2023;ECU;IPI;2162;4636;19653010
28;10;2023;ECU;IPI;7000;456;1915730
28;10;2023;ECU;IPI;780;11996;50850940
28;10;2023;ECU;IPI;40130;17424;75957314
28;10;2023;ECU;IPI;432;929;3937111
28;10;2023;ECU;IPI;6800;11333;47740262
28;10;2023;ECU;IPI;11635;2302;9673519
28;10;2023;ECU;IPI;3425;7775;32200861
28;10;2023;ECU;IPI;924;9455;39158380
28;10;2023;ECU;IPI;2;10;40707
28;10;2023;ECU;IPI;82;635;2677310
28;10;2023;ECU;IPI;14;116;490085
28;10;2023;ECU;IPI;60;376;1582767
28;10;2023;ECU;IPI;104;646;2723067
28;10;2023;ECU;IPI;98;1013;4269763
28;10;2023;ECU;IPI;2;18;77790
28;10;2023;ECU;IPI;150;760;3202786
28;10;2023;ECU;IPI;6;55;233370
28;10;2023;ECU;IPI;75;1003;4228635
28;10;2023;ECU;IPI;959;14331;60936702
28;10;2023;ECU;IPI;3036;37089;157710958
28;10;2023;ECU;IPI;106;974;4103564
28;10;2023;ECU;IPI;2;11;47281
28;10;2023;ECU;IPI;148;1480;6492257
28;10;2023;ECU;IPI;30;300;1315998
28;10;2023;ECU;IPI;6098;72413;310351100
28;10;2023;ECU;IPI;108;1080;4737593
28;10;2023;ECU;IPI;111;1066;4666930
28;10;2023;ECU;IPI;30;274;1152942
28;10;2023;ECU;IPI;24;107;533741
28;10;2023;ECU;IPI;6;42;174964
28;10;2023;ECU;IPI;2;14;58321
28;10;2023;ECU;IPI;10884;70500;302103968
28;10;2023;ECU;IPI;65;952;4025152
28;10;2023;ECU;IPI;5969;19459;82679506
28;10;2023;ECU;IPI;1000;10500;52985625
28;10;2023;ECU;IPI;2228;10966;46596234
28;10;2023;ECU;IPI;9;169;713154
28;10;2023;ECU;IPI;1025;4986;21186024
28;10;2023;ECU;IPI;2400;56520;229118515
28;10;2023;ECU;IPI;60;200;847770
28;10;2023;ECU;IPI;2637;264;1156762
28;10;2023;ECU;IPI;5100;50;213322
28;10;2023;ECU;IPI;63;534;2201011
28;10;2023;ECU;IPI;11097;41066;171134068
28;10;2023;ECU;IPI;4157;8630;36131803
28;10;2023;ECU;IPI;1173;8732;38068460
28;10;2023;ECU;IPI;1;11566;48894585
28;10;2023;ECU;IPI;117;222;940767
28;10;2023;ECU;IPI;360;603;2551878
28;10;2023;ECU;IPI;2772;10952;45863054
28;10;2023;ECU;IPI;187;711;3007238
28;10;2023;ECU;IPI;38090;69705;294035502
28;10;2023;ECU;IPI;8109;42985;180603817
28;10;2023;ECU;IPI;63;58086;245105175
28;10;2023;ECU;IPI;16880;28176;119433838
28;10;2023;ECU;IPI;314;524;2200551
28;10;2023;ECU;IPI;268;597;2509322
28;10;2023;ECU;IPI;84;261;1096599
28;10;2023;ECU;IPI;37;703;2953087
28;10;2023;ECU;IPI;10;10948;46134544
28;10;2023;ECU;IPI;200;10946;46308257
28;10;2023;ECU;IPI;32;521;2210454
28;10;2023;ECU;IPI;1;1792;7596019
28;10;2023;ECU;IPI;2000;46470;196979360
28;10;2023;ECU;IPI;530;1572;6677310
28;10;2023;ECU;IPI;29750;9310;39364399
28;10;2023;ECU;IPI;1;4810;21052553
28;10;2023;ECU;IPI;1806;4102;17389034
28;10;2023;ECU;IPI;3510;36328;147523863
28;10;2023;ECU;IPI;1025;6836;28860645
28;10;2023;ECU;IPI;1325;16234;68539805
28;10;2023;ECU;IPI;26460;21499;90769657
28;10;2023;ECU;IPI;23562;56406;232427692
28;10;2023;ECU;IPI;1094094;138776;583407951
28;10;2023;ECU;IPI;100000;16503;69678165
28;10;2023;ECU;IPI;130;263;1118847
28;10;2023;ECU;IPI;5298;8555;36270759
28;10;2023;ECU;IPI;3;5;21882
28;10;2023;ECU;IPI;870;1062;5278629
28;10;2023;ECU;IPI;11832;21021;85957707
28;10;2023;ECU;IPI;1526;2619;11101358
28;10;2023;ECU;IPI;2879;4227;17781010
28;10;2023;ECU;IPI;8351;10706;53105155
28;10;2023;ECU;IPI;9984;17681;74969526
28;10;2023;ECU;IPI;23;42;180370
28;10;2023;ECU;IPI;7937;10610;53563953
28;10;2023;ECU;IPI;1613;2848;10064217
28;10;2023;ECU;IPI;37;73;308528
28;10;2023;ECU;IPI;1914;4578;19773223
28;10;2023;ECU;IPI;682;815;3322026
28;10;2023;ECU;IPI;3382;4360;18733574
28;10;2023;ECU;IPI;1390;1743;7348730
28;10;2023;ECU;IPI;3861;5875;24959955
28;10;2023;ECU;IPI;3828;4973;20719901
28;10;2023;ECU;IPI;1016;1723;7269839
28;10;2023;ECU;IPI;1014;2748;11553653
28;10;2023;ECU;IPI;1684;3569;15105568
28;10;2023;ECU;IPI;2561;4937;20800974
28;10;2023;ECU;IPI;2545;4538;18757620
28;10;2023;ECU;IPI;194;392;1711105
28;10;2023;ECU;IPI;9510;13411;56363140
28;10;2023;ECU;IPI;17771;25750;108958523
28;10;2023;ECU;IPI;1407;1865;7728444
28;10;2023;ECU;IPI;725;1099;4696005
28;10;2023;ECU;IPI;43653;56517;240294225
28;10;2023;ECU;IPI;2735;3728;15493473
28;10;2023;ECU;IPI;103;246;999090
28;10;2023;ECU;IPI;3401;4039;17090866
28;10;2023;ECU;IPI;3326;5108;21593648
28;10;2023;ECU;IPI;252;261;1135214
28;10;2023;ECU;IPI;5517;8368;35279489
28;10;2023;ECU;IPI;50;506;2086794
28;10;2023;ECU;IPI;1000;10301;44055517
28;10;2023;ECU;IPI;55791;439648;1847181554
28;10;2023;ECU;IPI;274;1561;6595357
28;10;2023;ECU;IPI;1821;11571;48534271
28;10;2023;ECU;IPI;425;4010;16910710
28;10;2023;ECU;IPI;1863;18480;78100586
28;10;2023;ECU;IPI;157;1559;6560542
28;10;2023;ECU;IPI;99;1051;5230714
28;10;2023;ECU;IPI;22381;139177;578215692
28;10;2023;ECU;IPI;15218;111010;466260168
28;10;2023;ECU;IPI;2516;22419;94729740
28;10;2023;ECU;IPI;9130;72686;307685227
28;10;2023;ECU;IPI;19;180;790388
28;10;2023;ECU;IPI;219;2067;8906242
28;10;2023;ECU;IPI;101;820;3487777
28;10;2023;ECU;IPI;108;609;2574411
28;10;2023;ECU;IPI;1111;4669;19751872
28;10;2023;ECU;IPI;186;1570;6643327
28;10;2023;ECU;IPI;617;5229;22101775
28;10;2023;ECU;IPI;442;2800;11847062
28;10;2023;ECU;IPI;80;760;3215687
28;10;2023;ECU;IPI;5289;11382;48154453
28;10;2023;ECU;IPI;3806;10963;46380854
28;10;2023;ECU;IPI;1469;10914;54634478
28;10;2023;ECU;IPI;2;19;81066
28;10;2023;ECU;IPI;276;1048;5281620
28;10;2023;ECU;IPI;96;1825;7722108
28;10;2023;ECU;IPI;63;987;4178309
28;10;2023;ECU;IPI;22;372;1573533
28;10;2023;ECU;IPI;109;1814;7673057
28;10;2023;ECU;IPI;49;777;3286169
28;10;2023;ECU;IPI;131;2477;11080956
28;10;2023;ECU;IPI;150;2947;10468750
28;10;2023;ECU;IPI;209;3394;14359367
28;10;2023;ECU;IPI;262;2154;9110438
28;10;2023;ECU;IPI;807;8848;37432649
28;10;2023;ECU;IPI;30;222;938984
28;10;2023;ECU;IPI;1163;11490;48611074
28;10;2023;ECU;IPI;949;10264;43423573
28;10;2023;ECU;IPI;810;3364;14233718
28;10;2023;ECU;IPI;252;1329;5624173
28;10;2023;ECU;IPI;186;1935;8171602
28;10;2023;ECU;IPI;1028;161017;674895397
28;10;2023;ECU;IPI;4;710;2984150
28;10;2023;ECU;IPI;292576;68563;300763535
28;10;2023;ECU;IPI;9906;4874;20185330
28;10;2023;ECU;IPI;21846;103743;516777651
28;10;2023;ECU;IPI;25000;29110;100557027
28;10;2023;ECU;IPI;8000;30934;130307369
28;10;2023;ECU;IPI;87340;183105;794472655
28;10;2023;ECU;IPI;5606;9868;41827827
28;10;2023;ECU;IPI;11013;22273;94410881
28;10;2023;ECU;IPI;218435;329786;1397190215
28;10;2023;ECU;IPI;4987;7938;33646932
28;10;2023;ECU;IPI;898;1807;7658246
28;10;2023;ECU;IPI;1000;875;3709290
28;10;2023;ECU;IPI;100000;28815;103688528
28;10;2023;ECU;IPI;30000;7700;32510093
28;10;2023;ECU;IPI;40;105;459152
28;10;2023;ECU;IPI;5474;26083;105734708
28;10;2023;ECU;IPI;537;6928;30389991
28;10;2023;ECU;IPI;300;1482;6245110
28;10;2023;ECU;IPI;38;3950;16596111
28;10;2023;ECU;IPI;240;10599;52934152
28;10;2023;ECU;IPI;104;3830;16090263
28;10;2023;ECU;IPI;16276;16289;68933286
28;10;2023;ECU;IPI;5000;11000;46535327
28;10;2023;ECU;IPI;354;2686;11782920
28;10;2023;ECU;IPI;153981;109414;553687747
28;10;2023;ECU;IPI;920;2097;8710743
28;10;2023;ECU;IPI;14184;7131;28908335
28;10;2023;ECU;IPI;54600;92468;390742447
28;10;2023;ECU;IPI;464;2002;8780339
28;10;2023;ECU;IPI;69000;82469;346326810
28;10;2023;ECU;IPI;114000;149534;624897252
28;10;2023;ECU;IPI;11703;107610;456142267
28;10;2023;ECU;IPI;10;560;2363134
28;10;2023;ECU;IPI;3165;29105;103371772
28;10;2023;ECU;IPI;48248;137486;581514687
28;10;2023;ECU;IPI;2816;101943;433155425
28;10;2023;ECU;IPI;4717;24359;102649654
28;10;2023;ECU;IPI;1423100;231502;961766172
28;10;2023;ECU;IPI;185000;78074;321977787
28;10;2023;ECU;IPI;1111608;92403;401442589
28;10;2023;ECU;IPI;20503;5339;22086838
28;10;2023;ECU;IPI;1863500;45015;188133569
28;10;2023;ECU;IPI;1564;5552;23440537
28;10;2023;ECU;IPI;917;70367;297094794
28;10;2023;ECU;IPI;10;15;62133
28;10;2023;ECU;IPI;1472;2149;9138909
28;10;2023;ECU;IPI;3662;8215;35695497
28;10;2023;ECU;IPI;81;284;1198875
28;10;2023;ECU;IPI;331;581;2526810
28;10;2023;ECU;IPI;74;146;611786
28;10;2023;ECU;IPI;1885;3735;16062187
28;10;2023;ECU;IPI;3740;7410;31331477
28;10;2023;ECU;IPI;71;17509;74073750
28;10;2023;ECU;IPI;2830;8090;35362765
28;10;2023;ECU;IPI;3459;41054;179841772
28;10;2023;ECU;IPI;106;182;800565
28;10;2023;ECU;IPI;5628;34584;148066255
28;10;2023;ECU;IPI;131;1657;6982759
28;10;2023;ECU;IPI;62;295;1047184
28;10;2023;ECU;IPI;60;888;3754666
28;10;2023;ECU;IPI;167;2172;9185824
28;10;2023;ECU;IPI;4320;24051;101419763
28;10;2023;ECU;IPI;1096;2677;11324328
28;10;2023;ECU;IPI;310;2801;11849092
28;10;2023;ECU;IPI;1773;8007;33791023
28;10;2023;ECU;IPI;44;255;1080075
28;10;2023;ECU;IPI;666;3223;13597606
28;10;2023;ECU;IPI;2;38;160848
28;10;2023;ECU;IPI;138;3176;13436502
28;10;2023;ECU;IPI;15;221;932552
28;10;2023;ECU;IPI;98;1098;4643771
28;10;2023;ECU;IPI;2;40;169901
28;10;2023;ECU;IPI;266;3445;14566502
28;10;2023;ECU;IPI;40;380;1609324
28;10;2023;ECU;IPI;106;1792;7580015
